ID,dir,lon,lat,x,y
71,.,-36.0360776973581,67.5142130280278,-2507946.5768787707,2856135.2716039564
72,.,-23.436723767171998,61.7098755954898,-2290064.3612146117,2042767.229318382
73,.,-151.836403570912,44.2633364336479,-3979873.7431145734,7614860.861124919
74,.,-143.279869703951,50.0766587600044,-4019324.348848356,7063475.890756878
75,.,-135.872858360383,57.0245996338318,-3730507.3768047523,6556286.860964335
76,.,-125.379632718992,63.0271978021309,-3550270.63755606,5953604.2210241
77,.,-110.482786313371,67.8950995905773,-3374307.6679893807,5298106.391678369
78,.,-89.5624241955871,70.821541970822,-3188174.5303259827,4590613.5538235055
79,.,-67.9375758053122,70.82154197051709,-3025012.710168062,3918006.7787745623
80,.,-47.017213683608894,67.895099591107,-2840759.894277666,3134557.5674417107
81,.,-32.120367276479,63.027197802702894,-2630520.46524454,2336716.679420405
82,.,-152.85710324683998,40.005481774988,-4531169.212761534,7656555.669901005
83,.,-145.495360073797,46.046043550437794,-4348846.734779178,7219456.570730056
84,.,-137.411630849844,52.295109692335394,-4183249.2414192543,6701667.919320334
85,.,-128.245092127963,58.49753175574221,-3956868.266492899,6145456.989390217
86,.,-116.049198411314,63.7500527138328,-3757286.091911611,5530741.267642475
87,.,-99.42309750872869,67.52784286303171,-3561042.8024550807,4865100.015960588
88,.,-78.7499999999825,69.09484255290229,-3351155.2206369904,4161234.9123623716
89,.,-58.076902489055904,67.5278428634973,-3176430.9905554284,3403581.652545696
90,.,-41.450801584824,63.750052714513906,-2971863.602888215,2621318.9926115554
91,.,-147.075652872396,41.8486481605986,-4813009.233611165,7300471.599914665
92,.,-138.522261310597,47.384192015698204,-4735198.281290232,6779930.282811623
93,.,-130.712411099319,53.959659693435,-4383321.2615971835,6306707.591069138
94,.,-120.169036391796,59.4708868293725,-4159126.169721943,5728056.252701309
95,.,-106.396890165451,63.837790702598106,-3944560.831622671,5096748.101827802
96,.,-88.8099229233357,66.457161362018,-3725924.886336935,4417172.2458502045
97,.,-68.6900770749684,66.4571613623112,-3515790.605551976,3667952.4330559755
98,.,-51.103109831389396,63.8377907032949,-3314931.8951564403,2897383.5044315257
99,.,-37.3309636036722,59.4708868301545,-3084083.504109696,2105466.1579012126
100,.,-148.32067429010598,37.6074269855003,-5391166.094588541,7315430.593042185
101,.,-140.94001724311002,43.4069975173536,-5110894.552314656,6908183.246498517
102,.,-132.72313264439302,49.350561142375604,-4860708.145090282,6420643.526000721
103,.,-123.482750467782,55.1122765383809,-4581746.043428907,5893831.943893535
104,.,-111.721189787211,59.89823747224871,-4342865.366113283,5298904.212750691
105,.,-96.79585853343451,63.296989601145704,-4109487.05288442,4650250.878218729
106,.,-78.74999999890659,65.0141907623418,-3831794.7005201583,3954771.203590417
107,.,-60.704141464013006,63.2969896017568,-3659749.3652096796,3167256.725872583
108,.,-45.7788102088572,59.89823747311149,-3433268.2093912363,2385988.6144985287
109,.,-149.38743522853702,33.3657678033034,-6063208.126238918,7273276.0055866325
110,.,-142.68572392241998,39.2341611045013,-5613132.56613424,6959477.4950190615
111,.,-134.262384586712,44.529621960923,-5431222.8476605825,6470232.348210151
112,.,-126.250562908081,50.7134130225961,-5031023.100164524,6024380.876801049
113,.,-115.936476634139,55.77959068764171,-4762441.96408493,5469643.251303835
114,.,-103.14452624954599,59.76888587153871,-4505708.441376416,4857936.370928253
115,.,-87.54063667054442,62.2141685429068,-4242953.033852522,4190515.321882014
116,.,-69.9593633272787,62.2141685432899,-4001656.5527806464,3437652.3886834546
117,.,-54.3554737471171,59.7688858723931,-3783347.6207517865,2659193.944274054
118,.,-144.08361044206498,35.020780385649,-6207615.999819082,6948770.748619799
119,.,-136.782347246264,40.5934199819134,-5846623.880929202,6571088.561608947
120,.,-128.564845887876,46.2421951067951,-5524823.557285716,6111053.93358047
121,.,-119.43781299164301,51.5736717877141,-5201441.3979658885,5610283.514205042
122,.,-108.264615424898,55.975145651483004,-4919255.221853205,5037439.152557089
123,.,-94.68353165885522,59.114626328526604,-4642973.770015147,4405304.857143144
124,.,-78.7499999986217,60.9283527781457,-4307777.34438412,3729919.3501011385
125,.,-62.816468338309996,59.1146263292714,-4132685.2407276575,2927886.870193236
126,.,-49.2353845710886,55.9751456525234,-3886721.496912975,2143764.977640223
127,.,-145.294439408229,30.8120452142187,-6872520.679014867,6886261.148189883
128,.,-138.606647164133,36.4463222095602,-6377920.95439294,6592404.705311457
129,.,-130.424181525629,41.5435042991034,-6101662.611088586,6137643.021111282
130,.,-122.350725316292,47.3061745369746,-5669084.569796965,5712665.835339198
131,.,-112.468961992734,51.98824971688371,-5354667.804001106,5185545.183936034
132,.,-100.569276502141,55.68451336985121,-5054566.9254116565,4593590.334591877
133,.,-86.5220707354714,58.03977129275621,-4743662.810904713,3943618.050437798
134,.,-70.97792926203259,58.039771293239404,-4473859.479499282,3198642.168749196
135,.,-56.9307234943631,55.6845133708624,-4241813.632140611,2413045.267434973
136,.,-146.40380048614202,26.617431840422302,-7590455.1187765645,6778993.738267523
137,.,-140.093613055721,32.2749198709483,-6979699.665041994,6556487.492893871
138,.,-132.944183151071,37.623706466787894,-6554064.349467321,6208257.252200902
139,.,-124.83935455678301,42.9777833278816,-6172918.183582868,5774831.014935915
140,.,-115.960048084254,47.896263599697896,-5812252.582180441,5298348.965638519
141,.,-105.473807800793,51.9932841068581,-5483721.197660909,4753036.8630426545
142,.,-93.0147941617569,54.952874868668395,-5162645.753980279,4139622.889381277
143,.,-78.7499999983896,56.8320827812714,-4778205.46319262,3487712.486425008
144,.,-64.4852058351845,54.9528748695508,-4594011.895149752,2678564.8728592736
145,.,-141.401680651642,28.1169369932521,-7631729.815410489,6474382.826617257
146,.,-134.76234037916998,33.5125270385622,-7105483.289034561,6198019.681676857
147,.,-126.93971563494499,38.4492058540608,-6742751.696156269,5784500.355512161
148,.,-118.920302905571,43.7349287700283,-6295597.5756943645,5374304.403785692
149,.,-109.526123229771,48.0919666455649,-5937440.618323649,4874845.645148828
150,.,-98.50385736076151,51.5803101281098,-5590468.182844585,4309150.899339057
151,.,-85.72102994171141,53.8859907747712,-5232722.221848926,3680022.812699489
152,.,-71.77897005554729,53.88599077537889,-4935238.817118433,2946298.172722063
153,.,-58.996142635599604,51.58031012928139,-4689401.483598045,2156019.699112388
154,.,-142.61031313528798,23.974249904425,-8321180.366590812,6352230.350153651
155,.,-136.284116318424,29.4090182083116,-7704196.757611555,6137875.303082038
156,.,-129.309475485418,34.5127683932833,-7233292.457963983,5815489.695825142
157,.,-121.48460979494,39.5210999823377,-6808142.800715489,5412534.012026124
158,.,-112.964475300091,44.0777816872529,-6412016.792232054,4962072.71306185
159,.,-103.126772492911,47.9348288633801,-6038533.697147316,4444309.854344272
160,.,-91.67925672595051,50.792539106731994,-5669662.6839863835,3856631.2195778815
161,.,-78.7499999981921,52.7200137849638,-5242108.811965785,3229044.5400201753
162,.,-65.8207432708014,50.7925391077615,-5044166.114372327,2416927.0737614767
163,.,-143.76502974769,19.8399308914119,-9037953.19579163,6193708.883765368
164,.,-137.652806240827,25.326687757559,-8336025.545303727,6038068.027341907
165,.,-131.040269845535,30.4910166147156,-7789045.115097852,5773256.527804532
166,.,-123.75000000150601,35.2643896801726,-7351938.1678605955,5412553.861727075
167,.,-115.949954664769,39.9669493003146,-6911695.88288657,5014387.339290931
168,.,-107.03366199535601,44.090628065051206,-6508462.029269662,4542472.29470997
169,.,-96.8207993806196,47.4513517988584,-6113130.650472444,4007459.0642306423
170,.,-85.08052214208071,49.729945136508896,-5711495.1650030725,3400837.458208433
171,.,-72.4194778549693,49.729945137261495,-5386804.623641624,2679673.238873085
172,.,-138.933951465735,21.2557405930625,-8993418.42311643,5903023.088386126
173,.,-132.56321715359502,26.5045600718952,-8370265.5887815375,5692730.868764091
174,.,-125.559565609683,31.473635655918102,-7858494.669510235,5380697.450562938
175,.,-118.76820325615299,35.713537663494,-7443068.638318009,5042024.341885652
176,.,-110.459941173053,40.104899450473205,-6999865.782460988,4609443.154100653
177,.,-101.159720459986,43.807941198775794,-6580691.462456993,4116302.4630378345
178,.,-90.59201427021391,46.6202372401658,-6164430.262753193,3557973.945343005
179,.,-78.74999999801821,48.5865921308426,-5698472.574744447,2954676.723391941
180,.,-66.9079857263678,46.6202372413531,-5483361.57998034,2142148.688696774
181,.,-140.164753896532,17.1848864392735,-9670154.604610993,5735029.235502492
182,.,-133.97440859611,22.528784282698602,-8973264.208569989,5579380.296355
183,.,-127.229700821255,27.6545606396228,-8388893.737976717,5319046.31003967
184,.,-120.430505247392,31.565175562228998,-8000975.066021703,4970361.841781432
185,.,-113.736670918645,35.95563585539261,-7517691.011521144,4659291.255842149
186,.,-105.00400541180001,39.9845375673489,-7066130.487052752,4197475.409152325
187,.,-95.370794376231,43.248394708049496,-6627075.853698708,3683683.712415791
188,.,-84.5586595325796,45.558043589631204,-6180037.307941026,3106737.7687743837
189,.,-72.9413404642818,45.558043590545104,-5828576.34915439,2398712.7396275704
190,.,-141.37030361296002,13.104185860388,-10360350.567385934,5535368.192193327
191,.,-135.31528224622102,18.5471504508049,-9594904.23550321,5434954.676417743
192,.,-128.79054324841601,23.807007667104003,-8941309.626092808,5227809.2702469835
193,.,-122.29266467565901,27.6050026433185,-8537524.93498561,4907946.267395682
194,.,-115.41047204986401,31.807966820782,-8068069.465447319,4575637.581195841
195,.,-108.674830599643,35.986663256517794,-7573305.214003586,4265533.99287977
196,.,-99.5897712110565,39.6199682158036,-7108574.691641164,3778136.3697397523
197,.,-89.69273354991579,42.4255736420171,-6646817.74141122,3244605.124140593
198,.,-78.7499999978607,44.4260057265326,-6146254.02789591,2665246.426708939
199,.,-136.611521552544,14.5490262411578,-10231288.068648746,5260276.105375917
200,.,-130.266793917696,19.9297371760621,-9513092.161362682,5107237.524962574
201,.,-124.037520683296,23.7050494013916,-9078515.550809046,4822580.603183492
202,.,-117.362317555191,27.7805712535886,-8604775.403560204,4507326.337830605
203,.,-110.460687830664,31.8951001209395,-8108378.812254312,4179127.437466962
204,.,-103.60317923402,35.804218679395106,-7608079.62951492,3861677.4098294834
205,.,-94.23337264039301,39.0182853806001,-7126205.358063786,3351357.6450667647
206,.,-84.1263735168693,41.360290829003894,-6637848.847122827,2798237.982706476
207,.,-73.37362647981459,41.3602908300926,-6260093.687251728,2103613.571348964
208,.,-137.882586611941,10.526504359668401,-10878007.124140674,5055771.316487212
209,.,-131.679277026984,16.0206446143156,-10100945.54035593,4957566.159218929
210,.,-125.67077958112199,19.812156743093897,-9629998.101214224,4710359.971461181
211,.,-119.247220378279,23.8252583864305,-9139650.664565593,4423776.844208208
212,.,-112.496648341196,27.8801597875839,-8636288.34715445,4107203.5822353885
213,.,-105.543729320251,31.7920339120116,-8127022.698677648,3776101.2000092845
214,.,-98.5421522533095,35.4075789028488,-7620614.400640026,3448445.714265825
215,.,-88.9526017248609,38.185511830815,-7118291.167563391,2917195.7207903424
216,.,-78.7499999977146,40.2321033043929,-6584390.009767838,2361276.9642832563
217,.,-139.145157193342,6.47285962640246,-11530382.954251267,4821608.583087643
218,.,-133.046122861397,12.076898719983301,-10701102.984999072,4778966.973361543
219,.,-127.2151647119,15.904543826805902,-10192317.040464737,4570462.0465260465
220,.,-121.021435941281,19.8969093999782,-9678561.072813956,4317275.015270495
221,.,-114.49326511079201,23.9200970636944,-9161676.86348159,4024657.4366286853
222,.,-107.679173949742,27.8298864852961,-8642805.750098113,3702823.9775452544
223,.,-100.652251584014,31.491326623310698,-8124129.259807,3365271.990809902
224,.,-93.5109780682875,34.797645442607696,-7609775.197681907,3026404.0362573415
225,.,-83.7632953205549,37.128076108860505,-7084165.200596523,2475742.549730127
226,.,-134.383707346299,8.09502443304178,-11309472.704482846,4571513.568891347
227,.,-128.69193920642599,11.970747138295698,-10763701.134282758,4402660.674614072
228,.,-122.693142280555,15.9690507089083,-10223290.96413816,4185320.2517519747
229,.,-116.386157815198,19.9849443623432,-9688164.40552817,3922591.7913005855
230,.,-109.779741048391,23.9026601404349,-9156583.59613768,3621505.732775945
231,.,-102.898741609183,27.606211127519302,-8626886.980745176,3292167.9639060134
232,.,-95.79013249177679,30.991358687617502,-8098915.090161155,2946357.4924539593
233,.,-88.52662661156928,33.9767837954417,-7574574.462485666,2595990.196394509
234,.,-78.7499999975762,35.9983013483697,-7011797.282478807,2043187.1983910054
235,.,-135.70744660488998,4.07094591999243,-11921742.621301778,4335157.090264733
236,.,-130.119916418764,8.0030652288371,-11341358.364821551,4206844.699674277
237,.,-124.28000109219101,12.0254365842194,-10773419.94269252,4026928.2172333654
238,.,-118.170611613457,16.0527635452748,-10217304.979961596,3797387.076402316
239,.,-111.778903902692,19.9899637607938,-9670130.049365547,3523317.319052301
240,.,-105.10168770510201,23.737881312130497,-9128244.47048752,3212471.85414987
241,.,-98.15189615634371,27.2004743833221,-8588734.862865979,2874398.5926851593
242,.,-90.9649369752788,30.2927735161571,-8050411.956482019,2519398.8650273606
243,.,-83.60294035269101,32.948570853552106,-7514083.988582439,2157538.9384881803
244,.,-78.7500000013402,31.717474406859697,-7427367.574754688,1711300.4967951558
245,.,-73.7367046853622,37.1280761101847,-6680640.579796011,1794627.7707697717
246,.,-67.8072664564235,42.4255736438875,-5911449.7672010595,1853994.1546599932
247,.,-60.6792006261634,47.451351801325906,-5125833.044097403,1886849.0001894939
248,.,-52.02619220632171,51.99328411,-4330262.321626507,1891610.0245870396
249,.,-41.5635233729421,55.7795906915415,-3531374.1670227204,1867859.3273115796
250,.,-29.2549078783745,58.497531760437,-2735729.3728228672,1816416.1237307528
251,.,-15.5975851362608,59.866143486339205,-1949610.3792632835,1739266.930504815
252,.,-1.6842865869906203,59.7585569133595,-1178849.2327920424,1639365.6091052927
253,.,-73.8970596502572,32.9485708568614,-7073065.080723979,1469600.5113105236
254,.,-68.54739828081429,38.1855118327806,-6328516.277569227,1550441.5025957662
255,.,-62.1292056297294,43.248394710567894,-5557541.809403783,1604367.3334736626
256,.,-54.3732275132936,47.9348288664946,-4768296.378501871,1628661.928936823
257,.,-45.0310380135027,51.9882497206567,-3969692.9796304926,1621918.2827141827
258,.,-34.0172495380195,55.1122765428617,-3170928.56007457,1584264.0839723886
259,.,-21.6271416442766,57.024599638999796,-2381016.4358586483,1517378.6447656571
260,.,-8.65937131170044,57.5554590274343,-1608363.8191206905,1424291.4427318838
261,.,3.8134140843789703,56.7358597661561,-860416.9025885072,1309010.6866363238
262,.,-75.895781389458,28.222341287735098,-7600881.841456692,1224774.7202885465
263,.,-68.9733733912774,33.976783799070304,-6715846.058617751,1226481.542644632
264,.,-63.266627364940206,39.01828538318429,-5972048.57562469,1305105.401820934
265,.,-56.340279545465606,43.8079412019038,-5197488.394233288,1352845.9842184412
266,.,-47.9738767757041,48.091966649267995,-4403561.990996149,1366792.9048376281
267,.,-38.0621870135701,51.5736717920372,-3602873.368007997,1345898.7846820275
268,.,-26.787588905124302,53.9596596983949,-2808311.583101864,1291211.5240471226
269,.,-14.756339508143402,55.0459407293435,-2032117.5497076588,1205738.3301573293
270,.,-2.89243461995781,54.807554643173894,-1285073.0522937733,1093977.7373895724
271,.,-78.75000000103971,24.9099698401068,-8050775.582386468,1165170.3845930314
272,.,-71.315426103118,29.3975296801166,-7236769.550325062,998268.0028029077
273,.,-63.989021934408505,34.7976454465451,-6355070.637321718,982635.4977230454
274,.,-57.91022879382879,39.619968218974,-5610499.65357818,1059027.2281874407
275,.,-50.4663380094634,44.090628068736706,-4830448.088727509,1099042.7271884552
276,.,-41.539951920370605,47.896263603918506,-4031570.7179243574,1099584.3023860697
277,.,-31.249437096023396,50.7134130273867,-3232270.2490423475,1060380.0470263564
278,.,-20.088369153237103,52.29510969769179,-2450748.822799713,984121.5073869178
279,.,-8.88409459346292,52.5676550151316,-1703140.6484688504,875927.5992448982
280,.,-73.2525557746035,24.7110118118529,-7740160.35054418,740300.7696445645
281,.,-66.5350630243268,30.292773519166,-6868491.252133735,752719.3411403081
282,.,-58.9578477491875,35.4075789070805,-5990239.292227246,738685.2395666352
283,.,-52.4959945925299,39.9845375710617,-5243087.247959239,812370.6836908453
284,.,-44.5355247039898,44.0777816914297,-4455621.6547062555,841723.0098916017
285,.,-35.1492746874072,47.306174541638896,-3653654.865526413,823632.2239543736
286,.,-24.7768673585648,49.3505611475729,-2864995.251133737,759617.9684474069
287,.,-14.220130296222,50.0766587665112,-2115041.9904156737,655480.0138337088
288,.,-1.4417542698210701,50.676870523941005,-1209093.449458341,632604.7771608958
289,.,-76.1282931596991,21.4194388672322,-8188792.240374883,676611.5306398108
290,.,-68.7462123200724,25.818343019270202,-7358793.534646801,514311.6208910464
291,.,-61.7098675080286,30.991358690910896,-6495925.467651266,506517.8499770109
292,.,-53.8968207682327,35.804218683902896,-5620960.89649615,495200.8509675894
293,.,-47.0400588306173,40.1048994546704,-4868818.435841685,564824.5723282802
294,.,-38.579697097703296,43.734928774621004,-4072712.420562003,577814.2019689126
295,.,-28.935154114860502,46.2421951118544,-3275842.3885986973,531935.0506702809
296,.,-18.977738690198603,47.384192021878206,-2521146.1411477323,433205.880773486
297,.,-6.984546142065019,48.482055968722705,-1623476.9462318874,410155.4483461871
298,.,-78.7500000007814,17.9259318937287,-8638463.023912262,585696.9143075532
299,.,-70.7782823693433,21.189610938240897,-7846254.1922867065,258068.57585203456
300,.,-64.0604123434548,26.6096361724812,-6974781.376219448,266190.99699046795
301,.,-56.84774841596,31.4913266269003,-6118319.1247580275,260153.66737790714
302,.,-48.825169402327205,35.9866632612797,-5246926.995348457,252713.6964857194
303,.,-41.550045338151,39.966949304919,-4486215.383804259,314860.48606390343
304,.,-32.6606454456649,42.9777833328316,-3684766.8172989017,299564.3015608037
305,.,-23.237615414489003,44.529621966749296,-2921786.413564717,209639.80754629459
306,.,-12.0046399256354,46.0460435572826,-2032494.4343474973,185299.4829509479
307,.,-73.66182042824491,17.908424334528398,-8293342.600673389,189738.20219945736
308,.,-66.3322690025053,22.2321373679185,-7448006.173196314,31896.41388833636
309,.,-59.348103843082704,27.2004743865723,-6587149.302857538,17088.00201413394
310,.,-51.956270679863394,31.7920339159047,-5734768.109142005,14033.921301090255
311,.,-43.76332908301,35.955635860383794,-4867890.855194411,11728.81574673956
312,.,-36.0153902071863,39.5210999872482,-4093471.3929377827,56671.67443596857
313,.,-27.075818475812603,41.543504304562,-3317275.6106258673,-14708.68142734756
314,.,-16.559982756882402,43.4069975239286,-2437027.78267003,-41551.051561791726
315,.,-5.6635964273531,44.263336440951605,-1561572.9589699255,-66287.78724593823
316,.,-76.2851416116678,14.4041102358445,-8739051.357446732,91708.25671892345
317,.,-68.4381715648507,17.662248234929802,-7919981.256262279,-221741.3974893474
318,.,-61.7203651207334,22.9362399308737,-7046942.433676212,-218539.37388048938
319,.,-54.601258390412205,27.606211131049598,-6192965.054367355,-231897.89644282192
320,.,-47.039312169568795,31.8951001251369,-5343914.368564017,-231499.36999644758
321,.,-38.7317967451642,35.7135376686871,-4483650.092994135,-227263.90194446206
322,.,-30.5602843666155,38.4492058591456,-3707919.875888648,-239344.89770664723
323,.,-20.7176527540905,40.5934199881951,-2838432.6305851187,-270039.8745737617
324,.,-10.4243471265648,41.8486481676981,-1970634.7620525945,-295815.13413025107
325,.,-78.75000000055509,10.810021877811801,-9179055.915748134,-19679.686855158492
326,.,-71.3170282695264,14.378948671556499,-8365081.050738783,-295605.06488630903
327,.,-64.03822002160149,18.639191627505397,-7505068.184496577,-449096.0236656906
328,.,-57.0444432882582,23.410113761160304,-6640058.994091106,-475836.697328405
329,.,-49.82082604999129,27.8298864891107,-5790843.9413569225,-480116.8689032058
330,.,-42.089527950469396,31.8079668252733,-4943160.613500071,-475985.28839022556
331,.,-33.7499999995431,35.2643896850394,-4094031.887147802,-463779.374065825
332,.,-24.555816849470702,37.62370647276371,-3239317.1218241667,-499672.7196325295
333,.,-14.814276077046301,39.234161111352,-2376915.952994614,-526810.9741466135
334,.,-73.9243814134762,10.852075504920302,-8805601.403352933,-401946.22938242374
335,.,-66.20290619592029,14.131599090248802,-7961948.975183193,-698951.3276336718
336,.,-59.4861658509945,19.251283059918602,-7087247.788676321,-702982.7167733893
337,.,-52.398312294060496,23.7378813156037,-6228693.794030471,-725981.0531631102
338,.,-45.0033516586427,27.8801597916814,-5378767.445822147,-726529.42005953
339,.,-37.0694947530059,31.565175566982898,-4526205.123206028,-717057.9038371018
340,.,-28.190524515120696,34.5127683989232,-3646147.569778006,-727995.094520334
341,.,-18.893352835671898,36.446322216128394,-2782509.426744459,-758239.1145545214
342,.,-9.17932570853747,37.607426992822205,-1912763.7201243048,-777682.5988131822
343,.,-76.3757263098853,7.24027666827188,-9238104.774028968,-520832.197626217
344,.,-69.0632165161894,10.830260670966599,-8404293.41318559,-779814.7773443037
345,.,-61.833919966279296,15.0364406427205,-7530440.080783792,-929005.0062557558
346,.,-54.89339767092811,19.6368390887552,-6664080.578560331,-962546.8957828388
347,.,-47.7202589509004,23.9026601441787,-5808177.552660194,-974016.1153903293
348,.,-40.1376824447115,27.780571257962304,-4953530.014589785,-968706.4166898566
349,.,-31.9404343902904,31.473635660687105,-4077753.2709254283,-922760.3894482725
350,.,-22.737659620823603,33.5125270448125,-3190946.175322144,-987669.8971774125
351,.,-13.416389557035698,35.0207803927333,-2320186.922626216,-1010750.8607860759
352,.,-78.7500000003533,3.61254422601779,-9662787.640656251,-642107.4420632275
353,.,-71.63390865553221,7.26849383904671,-8837680.082272856,-896063.8969472602
354,.,-64.04724820851,10.599322175126598,-7972571.397297239,-1173380.0316149439
355,.,-57.33054949234489,15.546264743257899,-7096239.475897023,-1187737.3795616468
356,.,-50.2996996930099,19.8712371365568,-6233820.162064562,-1217786.3425765254
357,.,-43.006734888593705,23.9200970677096,-5376625.893205935,-1217947.4464829313
358,.,-35.2073353242478,27.605002647975397,-4510110.524472341,-1198704.2035161403
359,.,-26.4597301545009,30.4910166205746,-3608648.929843795,-1207142.238432358
360,.,-17.406386943696102,32.274919877754606,-2728191.4993328634,-1242025.8435628081
361,.,-74.0526247044637,3.6356118778166495,-9260469.503383977,-1023093.2455027386
362,.,-66.8691978948211,7.2579873145150495,-8410685.329780085,-1263788.2370061579
363,.,-59.6929810957321,11.4153525245417,-7524448.538831562,-1408606.905665007
