,lat,lon
0,53.867565009163364,-6.197884894220991
1,53.83354715202037,-6.190032537295115
2,53.799529294877374,-6.18218018036924
3,53.76551143773438,-6.174327823443365
4,53.73149358059139,-6.16647546651749
5,53.6974757234484,-6.158623109591614
6,53.6634578663054,-6.150770752665739
7,53.62944000916241,-6.142918395739864
8,53.59542215201942,-6.135066038813989
9,53.56140429487642,-6.127213681888113
10,53.527386437733426,-6.119361324962238
11,53.493368580590435,-6.111508968036364
12,53.45935072344744,-6.103656611110488
13,53.425332866304444,-6.095804254184613
14,53.39131500916145,-6.087951897258738
15,53.35729715201846,-6.080099540332863
16,53.32327929487546,-6.072247183406987
17,53.28926143773247,-6.064394826481112
18,53.25524358058948,-6.056542469555237
19,53.22122572344649,-6.048690112629362
20,53.18720786630349,-6.040837755703486
21,53.1531900091605,-6.032985398777611
22,53.110662766166776,-6.068979264260146
23,53.068135523173055,-6.104973129742681
24,53.025608280179334,-6.140966995225217
25,52.983081037185606,-6.176960860707752
26,52.940553794191885,-6.212954726190286
27,52.898026551198164,-6.248948591672821
28,52.85549930820444,-6.284942457155357
29,52.81297206521072,-6.320936322637892
30,52.770444822217,-6.356930188120427
31,52.72791757922328,-6.392924053602962
32,52.68539033622955,-6.428917919085498
33,52.64286309323583,-6.464911784568033
34,52.60033585024211,-6.500905650050568
35,52.55780860724839,-6.536899515533102
36,52.51528136425467,-6.572893381015637
37,52.47275412126095,-6.608887246498173
38,52.43022687826723,-6.644881111980708
39,52.3876996352735,-6.680874977463243
40,52.34517239227978,-6.716868842945778
41,52.30264514928606,-6.752862708428314
42,52.260117906292336,-6.788856573910849
43,52.23198378008315,-6.873273717233358
44,52.20384965387396,-6.957690860555869
45,52.17571552766477,-7.042108003878378
46,52.147581401455575,-7.126525147200889
47,52.11944727524639,-7.210942290523398
48,52.0913131490372,-7.295359433845909
49,52.06317902282801,-7.379776577168419
50,52.03504489661882,-7.464193720490929
51,52.00691077040963,-7.548610863813439
52,51.978776644200444,-7.633028007135949
53,51.95064251799125,-7.717445150458459
54,51.92250839178206,-7.801862293780969
55,51.89437426557287,-7.886279437103479
56,51.86624013936368,-7.970696580425988
57,51.838106013154494,-8.055113723748498
58,51.809971886945306,-8.13953086707101
59,51.78183776073612,-8.223948010393519
60,51.75370363452692,-8.308365153716029
61,51.72556950831773,-8.392782297038538
62,51.697435382108544,-8.47719944036105
63,51.669301255899356,-8.56161658368356
64,51.67649904468286,-8.629019876869593
65,51.68369683346638,-8.696423170055628
66,51.690894622249886,-8.76382646324166
67,51.6980924110334,-8.831229756427694
68,51.70529019981691,-8.898633049613728
69,51.71248798860042,-8.966036342799763
70,51.71968577738393,-9.033439635985795
71,51.72688356616744,-9.10084292917183
72,51.73408135495095,-9.168246222357864
73,51.74127914373446,-9.235649515543898
74,51.748476932517974,-9.30305280872993
75,51.75567472130148,-9.370456101915964
76,51.762872510084996,-9.437859395101999
77,51.770070298868504,-9.505262688288033
78,51.77726808765201,-9.572665981474065
79,51.784465876435526,-9.6400692746601
80,51.79166366521903,-9.707472567846134
81,51.79886145400255,-9.774875861032168
82,51.806059242786056,-9.8422791542182
83,51.81325703156957,-9.909682447404235
84,51.82045482035308,-9.977085740590269
85,51.87017739134782,-9.938476063320769
86,51.91989996234256,-9.89986638605127
87,51.96962253333731,-9.86125670878177
88,52.01934510433205,-9.822647031512272
89,52.06906767532679,-9.784037354242772
90,52.11879024632154,-9.745427676973273
91,52.16851281731628,-9.706817999703773
92,52.21823538831102,-9.668208322434273
93,52.26795795930577,-9.629598645164775
94,52.31768053030051,-9.590988967895274
95,52.36740310129525,-9.552379290625776
96,52.41712567228999,-9.513769613356276
97,52.46684824328474,-9.475159936086778
98,52.51657081427948,-9.436550258817277
99,52.56629338527422,-9.397940581547779
100,52.61601595626897,-9.359330904278279
101,52.66573852726371,-9.320721227008779
102,52.71546109825845,-9.28211154973928
103,52.7651836692532,-9.24350187246978
104,52.814906240247936,-9.204892195200282
105,52.86462881124268,-9.166282517930782
106,52.913044706735185,-9.191151185775624
107,52.961460602227696,-9.216019853620464
108,53.0098764977202,-9.240888521465306
109,53.0582923932127,-9.265757189310147
110,53.10670828870521,-9.29062585715499
111,53.15512418419772,-9.315494524999831
112,53.20354007969022,-9.340363192844672
113,53.251955975182725,-9.365231860689514
114,53.300371870675235,-9.390100528534356
115,53.34878776616774,-9.414969196379197
116,53.39720366166024,-9.439837864224039
117,53.445619557152746,-9.46470653206888
118,53.49403545264526,-9.489575199913721
119,53.54245134813776,-9.514443867758564
120,53.590867243630264,-9.539312535603404
121,53.639283139122774,-9.564181203448246
122,53.68769903461528,-9.589049871293089
123,53.73611493010778,-9.613918539137929
124,53.784530825600285,-9.638787206982771
125,53.832946721092796,-9.663655874827612
126,53.8813626165853,-9.688524542672454
127,53.94089878815052,-9.58774565657334
128,54.00043495971573,-9.486966770474226
129,54.05997113128095,-9.386187884375113
130,54.119507302846166,-9.285408998275999
131,54.17904347441139,-9.184630112176885
132,54.23857964597661,-9.08385122607777
133,54.29811581754182,-8.983072339978657
134,54.35765198910704,-8.882293453879544
135,54.41718816067226,-8.78151456778043
136,54.476724332237474,-8.680735681681316
137,54.536260503802694,-8.579956795582202
138,54.59579667536791,-8.479177909483088
139,54.65533284693313,-8.378399023383974
140,54.71486901849835,-8.277620137284861
141,54.77440519006356,-8.176841251185747
142,54.83394136162878,-8.076062365086633
143,54.893477533194,-7.975283478987519
144,54.953013704759215,-7.874504592888406
145,55.012549876324435,-7.773725706789293
146,55.07208604788965,-7.672946820690179
147,55.13162221945487,-7.572167934591064
148,55.104145122170536,-7.481205109844917
149,55.076668024886196,-7.390242285098769
150,55.04919092760186,-7.299279460352622
151,55.02171383031752,-7.208316635606475
152,54.99423673303319,-7.117353810860327
153,54.96675963574885,-7.02639098611418
154,54.93928253846452,-6.935428161368033
155,54.91180544118018,-6.844465336621885
156,54.884328343895845,-6.753502511875737
157,54.856851246611505,-6.66253968712959
158,54.82937414932717,-6.571576862383443
159,54.80189705204283,-6.480614037637295
160,54.7744199547585,-6.389651212891147
161,54.74694285747416,-6.298688388145001
162,54.71946576018983,-6.207725563398853
163,54.69198866290549,-6.116762738652706
164,54.664511565621154,-6.025799913906558
165,54.637034468336815,-5.934837089160411
166,54.60955737105248,-5.843874264414263
