"regions1","regions2","regions3","regions4","regions5","regions6","regions7","regions8","regions9","regions10","regions11","regions12","regions13","regions14","regions15","regions16","regions17","regions18","regions19","regions20","regions21","regions22","regions23","regions24","regions25","regions26","regions27","regions28","regions29","regions30","regions31","regions32","regions33","regions34","regions35","regions36","regions37","regions38","regions39","regions40","regions41","regions42","regions43","regions44","regions45","regions46","regions47","regions48","regions49","regions50"
19,19,19,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,22,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,19,22,19
22,22,22,22,19,22,22,19,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,19,19,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,19,22,19,22,22,22,22,22,22
22,22,22,22,19,22,22,19,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,19,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,5,2,2,2,2
2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2
2,2,2,12,12,2,12,2,12,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,12,2,2,2,2,2,2,2,12,2,12,2,2,12,2,2,2
12,12,12,12,12,2,12,9,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,9,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9
9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9,9,9,9,12,9,12,9,9,9,9,9,9,9,9,9,9,9,9,12,9,9,12,9,12,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9,9,9,9,12,9,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,12,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,9,9,9,9,9,21,9,21,9,9,9,9,9,9,9,9,9,9,9
9,9,21,9,9,12,9,9,9,9,9,9,9,9,21,9,9,9,21,9,9,9,21,9,9,21,9,21,9,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,9,9,9,9,9,9
21,9,21,21,9,12,21,21,21,21,21,21,21,9,21,21,21,9,21,21,21,21,21,21,21,21,9,21,21,21,9,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,21,21,9,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,6,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21,6,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,6,21,21,21,21,21,21,21,21,21,21,21,21,21,6,14,21,21,21,21,21,21,21
21,21,21,21,21,14,21,21,21,21,6,21,21,21,21,21,14,14,21,21,21,21,14,21,21,21,21,21,21,21,21,21,21,21,6,21,21,21,21,21,21,14,14,21,21,21,21,21,14,29
14,21,14,14,14,14,14,14,21,14,14,14,14,14,21,14,14,14,14,14,14,14,14,14,21,14,14,14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,14,29
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29,14,14,14,29,14,14,29,23,14,14,14,14,29,14,29,14,14,14,14,14,14,29,14,29,14,29,14,14,14,14,14,14,29
29,29,29,29,29,29,29,29,29,29,29,14,29,29,29,29,29,14,29,29,14,29,29,29,23,29,29,29,29,29,29,29,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,29,29
29,29,29,29,29,29,29,29,29,29,29,14,29,29,29,29,14,29,29,29,29,29,29,29,23,29,29,14,29,29,29,14,29,29,29,29,29,14,29,29,14,29,14,29,29,29,29,14,14,14
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,14,29,29,29,29,29,14,23,14,29,29,29,14,29,14,14,29,29,29,29,14,29,29,29,29,29,29,14,29,29,29,29,14
14,14,23,23,23,14,14,14,29,14,23,29,14,19,14,14,14,14,23,14,14,14,14,14,23,14,14,14,14,14,14,14,29,23,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
23,23,23,23,23,23,23,23,23,23,23,23,23,19,23,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,14,23,23,23,23,23,23,23,14,23,23,23,23,14,23,23
23,19,23,19,23,23,19,19,23,23,23,23,23,23,23,23,19,23,23,23,19,19,23,23,23,23,23,23,23,23,23,23,19,23,23,23,23,23,23,19,23,19,23,23,23,23,23,23,23,23
23,19,19,23,19,23,23,23,19,23,23,23,23,23,23,23,23,23,23,23,23,19,23,23,19,23,23,23,23,23,23,23,23,23,23,23,23,23,19,23,23,23,23,23,23,23,23,23,23,23
19,19,19,19,23,19,19,23,19,19,19,19,19,19,23,19,23,19,19,19,19,19,19,23,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,23,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,27,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,27,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,22,19,19,22,19,19,19,19,19,19,22,19,19,19,19,22,19,22,22,19,19,22,22,19,19,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,22,19
22,22,19,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,12,2,2,2,2,2,12,12,2,2,2,2,2,2,2,2,2,2,2,2,12,2,12
12,12,12,12,12,12,12,9,12,12,12,2,12,12,12,12,12,12,12,12,2,12,12,12,12,12,2,12,12,12,5,12,12,12,2,12,12,12,12,12,12,2,12,12,12,12,12,2,12,2
12,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,12,12,12
12,12,12,12,12,12,12,9,9,12,9,9,12,9,9,12,12,12,9,12,12,12,12,12,12,12,9,12,12,12,9,12,12,9,12,12,12,12,9,12,12,12,12,12,12,12,9,12,12,12
9,9,9,9,9,12,9,9,9,12,9,12,9,9,12,9,9,9,12,9,9,9,12,9,9,9,9,12,9,9,9,9,9,12,9,9,9,9,9,9,9,9,9,12,9,12,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,9,9,21,9,9,9,9,9,9,12,9,9,9,9
9,9,9,9,9,9,9,12,9,9,9,9,9,9,9,9,9,21,9,9,21,9,21,9,9,9,21,9,9,9,9,9,9,9,9,9,9,9,21,9,9,9,9,9,9,9,9,9,9,12
21,21,21,21,9,12,21,21,9,21,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,9,21,9,21,21,21,21,21,21,21,21,9,9,21,21,21,9,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,6,21,21,21,21,21,21,21,21,6,21,21,21,21,21,21
21,21,6,21,6,21,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,6,21,6,21,21,21,21,21,21,21,21,21,21,21,21,21,6,21,6,21,21,21,21,21,21
6,6,6,6,21,6,14,14,6,6,6,6,6,6,6,6,21,6,6,6,6,14,6,6,14,6,21,6,6,6,6,6,29,21,6,6,6,21,6,6,6,6,6,21,6,6,6,6,21,21
14,21,6,14,14,14,14,14,6,14,14,14,14,14,14,14,14,14,14,14,29,14,14,14,14,6,14,14,14,14,14,14,14,6,14,14,14,14,14,14,14,14,14,14,14,14,14,6,14,29
14,14,14,14,14,14,14,14,14,14,6,29,14,14,14,14,14,14,14,14,29,14,29,14,14,14,14,14,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,29,14,14,14,14,14,29
29,29,29,29,29,29,14,29,14,29,29,14,29,29,29,29,29,29,29,29,29,29,14,14,23,14,29,14,29,14,29,29,29,29,29,29,29,29,29,29,29,29,14,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,29,29,29,29,29,29,29,23,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,29,29
29,29,23,29,29,29,29,29,29,29,29,29,29,29,29,29,14,29,29,29,29,29,29,29,29,29,14,29,29,14,29,29,29,29,29,29,29,14,29,29,29,29,29,29,29,29,29,29,29,29
29,19,23,29,29,29,29,14,29,29,29,29,14,29,29,29,29,29,29,29,29,29,29,19,23,29,14,14,29,29,14,29,29,29,29,29,29,14,29,29,29,29,29,29,29,29,19,29,29,29
19,19,23,23,19,19,23,23,19,19,29,19,29,19,29,19,19,19,19,19,19,19,19,19,23,29,23,29,19,23,19,19,19,19,19,19,29,19,29,23,29,19,29,19,19,29,19,14,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,27,19,19,19,19,19,19,19,19,19,19,19,19,29,19,27,19,19,19,19,19,23,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,27,19,19,19,19,19,19,19,19,19,19,19,19,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,27,27,19,19,19,27,19,27,19,19,19,19,19,19,19,19,19,19,27,19,19,19,19,19,27,19,27,19,27,19,19,19,27,19,19,19,19,27,27,19,19,27,27,27,19,19,19,19,19
19,19,19,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,27,19,19,19,19,19,19,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,27,19,19,19,19,19,19,19,19,19,19,19,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,19,19,19,19
19,19,19,22,19,19,19,19,19,22,19,19,22,27,19,19,22,22,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,19,19,19,19,19,27,19,22,19,19,19,19,19,19,19,19,19
22,22,22,22,22,22,22,19,22,22,22,22,22,27,19,22,22,22,22,22,22,19,22,22,19,19,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,8,22,22,8,8,22,22,22,22,22,22,22,22,22,22,8,22,22,22,22,22,22,8,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,8,22,22,22,22,22,22,22,22,22,22,22
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2
12,12,12,2,2,12,2,12,2,12,12,12,12,12,12,12,12,12,12,12,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,2,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12,12,9,12,12,12,12,2,12,12,12,12,12,12,12,12
12,12,12,12,12,9,12,12,9,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12,12,9,12,12,12
12,12,12,12,12,9,12,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,12,12,12,9,12,12,12,12,12,9,12,9,12,12,12,12,9,12,12,12,12,12,9
9,9,9,9,9,9,9,12,9,9,9,9,9,12,12,9,9,9,12,9,9,9,9,9,9,12,9,9,9,9,9,9,9,9,12,12,12,9,9,9,9,9,9,9,12,12,9,9,9,9
9,21,9,9,9,9,9,12,9,9,12,9,9,9,9,9,9,21,9,9,9,12,9,9,9,9,9,9,9,9,9,9,9,12,9,9,12,9,9,9,9,9,9,12,9,9,12,9,9,12
21,21,9,21,21,12,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,12,9,21,21,21,21,21,21,21,9,21,9,21,6,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21
21,6,21,21,21,12,21,21,21,6,21,21,21,21,6,21,6,21,21,21,21,6,21,21,21,21,21,6,6,21,21,21,21,21,6,21,21,21,21,21,21,21,21,6,21,21,21,21,21,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,21,6,6,6,6,6,6,6,6,6,6,6,21,6,6,6,6,6,21,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,6,6,6,21,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,6,6,6,6,6,6,6,14,6,6,21,6,6,6,6,6,6
29,14,14,29,29,29,14,29,29,29,6,29,14,29,29,29,29,29,29,29,29,29,29,29,6,6,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,29,14,6,29,29,29,29,14,29
29,29,14,29,29,29,29,29,14,29,6,29,14,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,19,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,19,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,19,29,29,27,27,19,29,29,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29,19,29,19,29,29,29,29,19,29
27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,27,27,29,27,19,27,29,27,27,27,29,27,27,29,27,27,27,19,27,27,27,27,27,27,27,27,19,27,27,27,19,27
27,19,19,27,19,27,27,27,27,27,27,27,27,19,27,27,27,27,27,19,27,27,27,27,27,19,27,27,29,27,27,29,27,19,27,27,27,27,27,19,27,19,27,27,27,27,19,27,19,27
27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,19,27,27,27,19,19,27,19,27,27,27,27,27,27,27,27,27,27,27,27,19,27,27,27,19,27,19,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,27,27,19,19,19,27,27,27,19,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
19,19,19,27,19,19,27,27,19,19,19,19,19,19,19,19,27,19,19,19,19,19,19,19,19,19,27,27,19,19,19,19,19,19,19,19,19,19,27,19,19,27,19,19,19,19,19,19,19,19
19,27,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,27,19,19,27,27,19,19,19,19,19,19,19,27,19,19,19,19,19,19,19,19,19,19,27,27,27,27,19,19,22,27,19
19,19,19,19,27,19,19,19,22,19,19,19,22,27,22,19,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,19,19,19,19,19,19,27,19,19,22,19,27,19,27,19,22,27,19
22,22,19,19,22,22,19,22,22,22,22,19,22,22,22,8,22,22,22,22,22,22,22,22,19,22,22,22,8,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,22,22,22,22
8,22,22,19,22,22,22,22,22,8,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
8,8,8,8,8,8,8,8,8,8,8,8,8,22,8,22,8,8,8,22,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,22,8,22,22,8,8,8,8,8,8,8,8,8,8
22,22,22,22,22,22,22,22,22,22,22,22,22,8,22,22,22,22,22,22,22,22,22,22,22,22,8,22,22,22,22,8,22,22,22,22,22,22,8,22,22,22,22,22,22,22,22,22,22,22
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,12,12,2,2,2,2,2,2,2,2,2,2,12,2
12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,2,12,12,12,12,12,12,12,12,2,16,12,2,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,12,12,12,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,9,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12,6,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,21,12,12,21,12,12,12,21,21,21,21,12,12,21,12,12,12,12,12,12,12,12,12,12,21,12,21,6,12,9,12,6,12,12,21,12,21,12,12,12,6,12,12,12,21,12,12,12,12
6,6,6,6,6,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,6,6,6,6,21,21,6,6,6,6,21,6,6,6,6,6,6,6,6,6,6,6,6,21,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,6,6,6,6,6,6
6,6,6,6,6,6,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
29,6,14,6,6,6,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,29,6,29,6,6,6,6,6,6,6,6,6,29,6,6,6
29,29,14,29,29,29,14,29,29,29,29,29,14,29,29,29,29,29,29,29,6,29,29,29,6,6,29,6,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,6
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,29,29,29,29,29,29,6,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,27,29,29,29,29,29,29,29,29,29,27,29,29,29,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
27,27,27,27,27,27,27,27,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,27,27,29,27,29,29,27,27,29,27,27,27,29,27,27,27,27,27,17,27,29,29
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,29,27,29,27,27,27,29,27,27,27,29,27,27,27,27,27,27,27,27,27,27,27,19,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,19,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,19,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,19,27,27,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,19,27,27,27,27,27,22,27,27,27,27,8,27,27,19,27,22,27,27,27,27,27,27,27,27,19,27,27,27,27,27,27,27,27,19,27,27,27,27,22,27,27
27,8,8,27,8,8,8,8,8,8,8,19,8,22,8,8,8,8,8,8,8,27,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,22,27,8,8,8,8,8,8,8,8,27,8
27,8,8,8,8,8,22,8,8,8,8,8,8,8,8,22,8,8,8,8,8,27,8,8,22,8,8,22,22,8,8,8,8,8,22,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8
22,8,8,8,8,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,22,8,8,22,8,8,8,8,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,12,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,12,2,2,12,2,16,2,16,12,12,2,2,12,2,2,2,12,2,2,16,2,2,2,12,12
